Ticker,Company_name,Market_Cap,Stock_price,Volume,Industry,Sector,Revenue,Rev. Growth,Net Income,Free_Cash_Flow
PAMG,PT Bima Sakti Pertiwi Tbk,209.38B,66.00,"3,997,900",Real Estate - Diversified,Real Estate,51.10B,-1.80%,4.87B,-3.08B
BBRM,PT Pelayaran Nasional Bina Buana Raya Tbk,729.24B,86.00,"5,945,900",Marine Shipping,Industrials,238.62B,18.17%,109.81B,37.09B
ELTY,PT Bakrieland Development Tbk,826.92B,19.00,"24,861,000",Real Estate Services,Real Estate,1.37T,15.17%,5.35B,152.18B
PZZA,PT Sarimelati Kencana Tbk,715.31B,232.00,977,Restaurants,Consumer Discretionary,3.03T,6.94%,39.79B,420.46B
JATI,PT Informasi Teknologi Indonesia Tbk,398.03B,131.00,"326,639,900",Information Technology Services,Technology,600.75B,15.34%,19.80B,-478.36M
FIRE,PT Alfa Energi Investama Tbk,126.88B,86.00,"24,303,900",Thermal Coal,Energy,433.04B,8.53%,1.60B,18.23B
RODA,PT Pikko Land Development Tbk,625.24B,45.00,"59,2",Real Estate - Development,Real Estate,164.70B,99.68%,-60.51B,-24.40B
SAPX,PT Satria Antaran Prima Tbk,245.00B,294.00,"1,564,900",Integrated Freight & Logistics,Industrials,561.47B,-19.40%,926.23M,-20.28B
DART,PT Duta Anggada Realty Tbk.,518.33B,164.00,"14,8",Real Estate Services,Real Estate,508.61B,0.68%,-271.09B,38.60B
ASRM,PT Asuransi Ramayana Tbk,418.69B,342.00,"60,2",Insurance - Property & Casualty,Financials,1.37T,-7.97%,42.06B,-110.87B
OBAT,PT Brigit Biofarmaka Technologi Tbk,258.00B,430.00,"6,536,500",Packaged Foods,Consumer Staples,142.43B,54.09%,34.42B,-2.14B
BLUE,PT Berkah Prima Perkasa Tbk,821.37B,"2,160.00","200,3",Electronics & Computer Distribution,Technology,148.81B,-2.92%,14.77B,18.00B
TGUK,PT Platinum Wahab Nusantara Tbk,489.29B,137.00,-,Food Distribution,Consumer Staples,7.21B,-94.55%,-91.46B,-6.57B
FLMC,PT Falmaco Nonwoven Industri Tbk,167.19B,214.00,"14,983,200",Household & Personal Products,Consumer Staples,21.18B,-55.05%,-40.45B,-20.78B
ZBRA,PT Dosni Roha Indonesia Tbk,125.54B,50.00,"3,1",Medical Distribution,Healthcare,940.81B,-49.49%,-315.87B,355.92B
IKAN,PT Era Mandiri Cemerlang Tbk,95.83B,115.00,"365,224,100",Farm Products,Consumer Staples,125.11B,-1.61%,780.99M,2.02B
ABBA,PT Mahaka Media Tbk,228.28B,58.00,"1,134,900",Publishing,Communication Services,206.41B,4.13%,-5.70B,13.12B
OLIV,PT Oscar Mitra Sukses Sejahtera Tbk,199.51B,102.00,"12,474,200","Furnishings, Fixtures & Appliances",Consumer Discretionary,10.34B,-29.30%,-6.08B,1.43B
ZATA,PT Bersama Zatta Jaya Tbk,552.24B,70.00,"402,666,700",Apparel Retail,Consumer Discretionary,190.89B,-7.88%,1.79B,15.60B
KIOS,PT Kioson Komersial Indonesia Tbk,83.92B,78.00,"61,215,300",Software - Application,Technology,38.25B,-70.74%,-4.92B,-
ASDM,PT Asuransi Dayin Mitra Tbk,226.56B,585.00,"28,8",Insurance - Diversified,Financials,243.12B,11.37%,31.84B,29.50B
PGLI,PT Pembangunan Graha Lestari Indah Tbk,241.07B,540.00,"1,888,200",Lodging,Consumer Discretionary,18.79B,-8.26%,-617.30M,-1.04B
LUCY,PT Lima Dua Lima Tiga Tbk,156.02B,107.00,818,Restaurants,Consumer Discretionary,103.03B,-31.00%,-16.03B,27.58B
TOSK,PT Topindo Solusi Komunika Tbk,341.27B,77.00,"77,334,900",Software - Application,Technology,1.94T,-19.08%,7.58B,-3.06B
HDIT,PT Hensel Davest Indonesia Tbk,71.66B,48.00,"1,936,500",Software - Infrastructure,Technology,34.94B,-87.51%,-23.08B,-
TMPO,PT Tempo Inti Media Tbk,178.86B,172.00,"2,600,100",Publishing,Communication Services,199.94B,-21.97%,-1.93B,1.11B
INTA,PT Intraco Penta Tbk,130.41B,42.00,"574,2",Industrial Distribution,Industrials,1.03T,-0.63%,-66.88B,19.01B
RGAS,PT Kian Santang Muliatama Tbk,140.09B,102.00,"69,417,900",Oil & Gas Equipment & Services,Energy,195.02B,115.87%,3.58B,-15.49B
MREI,PT Maskapai Reasuransi Indonesia Tbk,502.26B,975.00,"66,4",Insurance - Reinsurance,Financials,2.35T,1.82%,92.10B,-31.64B
NAIK,PT Adiwarna Anugerah Abadi Tbk,382.64B,115.00,"6,291,400",Building Materials,Materials,239.20B,92.19%,36.91B,34.09B
BRNA,PT Berlina Tbk,685.38B,725.00,"47,8",Packaging & Containers,Consumer Discretionary,1.05T,2.87%,15.71B,-43.43B
DYAN,PT Dyandra Media International Tbk,376.02B,88.00,"3,637,200",Entertainment,Communication Services,1.29T,-18.00%,52.21B,122.80B
SMLE,PT Sinergi Multi Lestarindo Tbk,726.38B,304.00,"2,955,600",Specialty Chemicals,Materials,209.51B,-2.41%,-1.13B,-18.84B
KING,PT Hoffmen Cleanindo Tbk,525.24B,204.00,"352,6",Specialty Business Services,Industrials,141.40B,-44.47%,5.84B,23.14B
TRIS,PT Trisula International Tbk,556.77B,180.00,"248,5",Apparel Manufacturing,Consumer Discretionary,1.59T,6.76%,55.12B,75.32B
HAIS,PT Hasnur Internasional Shipping Tbk,551.51B,210.00,"9,814,400",Marine Shipping,Industrials,913.99B,-10.95%,100.16B,-125.20B
KOBX,PT Kobexindo Tractors Tbk,374.96B,163.00,"3,527,000",Farm & Heavy Construction Machinery,Industrials,1.76T,-13.59%,-177.98B,468.39B
INCF,PT Indo Komoditi Korpora Tbk,79.13B,45.00,"406,3",Specialty Chemicals,Materials,130.38B,-34.11%,-844.10M,14.20B
BMBL,PT Lavender Bina Cendikia Tbk,43.26B,42.00,"8,120,300",Education & Training Services,Consumer Staples,11.58B,-30.73%,-9.08B,-42.56M
HOPE,PT Harapan Duta Pertiwi Tbk,259.90B,119.00,"6,976,600",Metal Fabrication,Industrials,35.06B,262.66%,-27.29B,26.57B
XCIS,DIRE Ciptadana Properti Ritel Indonesia,82.95B,79.00,"30,3","Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",-,-,-,-,-
EMDE,PT Megapolitan Developments Tbk,312.14B,96.00,"2,445,500",Real Estate Services,Real Estate,526.75B,-47.66%,71.70B,-423.52B
MYTX,PT Asia Pacific Investama Tbk,278.90B,36.00,700,Textile Manufacturing,Consumer Discretionary,1.05T,-21.71%,-10.88B,54.73B
ASHA,PT Cilacap Samudera Fishing Industry Tbk,225.00B,43.00,"67,709,600",Farm Products,Consumer Staples,200.32B,-29.29%,-38.52B,-7.55B
PUDP,PT Pudjiadi Prestige Tbk,458.09B,695.00,"205,1",Real Estate Services,Real Estate,40.45B,2.05%,-194.59M,-36.07B
DFAM,PT Dafam Property Indonesia Tbk,138.69B,73.00,"70,231,200",Real Estate Services,Real Estate,60.83B,-6.46%,-13.67B,41.94B
AHAP,PT Asuransi Harta Aman Pratama Tbk,426.30B,88.00,"20,208,800",Insurance - Property & Casualty,Financials,274.23B,-3.54%,-2.35B,-
PURI,PT Puri Global Sukses Tbk,464.00B,510.00,"4,751,400",Real Estate - Development,Real Estate,28.87B,-56.26%,-7.02B,-79.59B
NELY,PT Pelayaran Nelly Dwi Putri Tbk,813.10B,348.00,"1,013,700",Marine Shipping,Industrials,446.14B,-7.34%,111.82B,-106.71B
HOMI,PT Grand House Mulia Tbk,705.60B,515.00,"5,524,100",Real Estate - Development,Real Estate,38.69B,0.74%,-2.63B,-5.73B
CSIS,PT Cahayasakti Investindo Sukses Tbk,316.29B,240.00,"4,553,800",Real Estate - Development,Real Estate,86.94B,-3.85%,8.34B,15.60B
TARA,PT Agung Semesta Sejahtera Tbk,251.74B,24.00,"1,056,500",Real Estate - Diversified,Real Estate,3.79B,-11.62%,-2.28B,-2.14B
CTTH,PT Citatah Tbk,104.62B,85.00,"3,636,600",Building Materials,Materials,123.95B,-16.09%,-29.97B,-3.03B
RBMS,PT Ristia Bintang Mahkotasejati Tbk,90.31B,35.00,"807,5",Real Estate - Development,Real Estate,190.84B,22.21%,-10.94B,22.06B
COCO,PT Wahana Interfood Nusantara Tbk,361.28B,410.00,"81,226,600",Confectioners,Consumer Staples,152.40B,-0.28%,-116.21B,-49.39B
CSMI,PT Cipta Selera Murni Tbk,195.85B,240.00,"32,389,000",Restaurants,Consumer Discretionary,1.52B,-50.50%,-3.36B,-
EPAC,PT Megalestari Epack Sentosaraya Tbk,69.37B,21.00,"694,9",Packaging & Containers,Consumer Discretionary,160.10B,20.88%,-10.65B,10.30B
POLA,PT Pool Advista Finance Tbk,123.99B,37.00,"2,565,800",Credit Services,Financials,12.58B,5.19%,-11.93B,47.15B
ELIT,PT Data Sinergitama Jaya Tbk,359.55B,178.00,"2,131,600",Information Technology Services,Technology,492.31B,14.75%,29.69B,-4.19B
ARKA,PT Arkha Jayanti Persada Tbk,56.00B,28.00,"1,020,200",Specialty Business Services,Industrials,154.25B,34.88%,3.87B,-4.63B
WMUU,PT Widodo Makmur Unggas Tbk,375.29B,28.00,"37,123,700",Farm Products,Consumer Staples,645.14B,114.56%,-88.40B,-4.55B
KKES,PT Kusuma Kemindo Sentosa Tbk,40.50B,27.00,"1,699,500",Specialty Chemicals,Materials,194.90B,-14.73%,-6.10B,-6.91B
LAJU,PT Jasa Berdikari Logistics Tbk,146.20B,68.00,"45,036,600",Integrated Freight & Logistics,Industrials,209.78B,16.45%,-1.77B,25.75B
REAL,PT Repower Asia Indonesia Tbk,470.99B,71.00,"125,967,000",Real Estate - Diversified,Real Estate,112.99B,843.03%,24.25B,-
IBFN,PT Intan Baru Prana Tbk,77.38B,55.00,"516,7",Credit Services,Financials,97.97B,-,-54.05B,21.56B
APEX,PT Apexindo Pratama Duta Tbk,471.68B,131.00,"21,370,300",Oil & Gas Drilling,Energy,1.46T,14.76%,18.19B,313.72B
SDMU,PT Sidomulyo Selaras Tbk,71.52B,59.00,"617,2",Trucking,Industrials,78.32B,-7.97%,-12.03B,-3.08B
BAIK,PT Bersama Mencapai Puncak Tbk,111.38B,101.00,"993,7",Restaurants,Consumer Discretionary,217.21B,11.92%,3.22B,6.65B
BOBA,PT Formosa Ingredient Factory Tbk,233.46B,208.00,"190,2",Packaged Foods,Consumer Staples,181.88B,2.90%,20.52B,14.64B
HAJJ,PT Arsy Buana Travelindo Tbk,293.72B,123.00,"34,602,300",Travel Services,Consumer Discretionary,909.98B,5.13%,20.06B,-83.31B
KJEN,PT Krida Jaringan Nusantara Tbk,93.00B,180.00,"1,832,700",Integrated Freight & Logistics,Industrials,4.35B,-42.35%,62.54M,2.54B
VTNY,PT Venteny Fortuna International Tbk,576.40B,93.00,"15,913,700",Staffing & Employment Services,Industrials,254.12B,-5.16%,17.10B,-394.31B
INDX,PT Tanah Laut Tbk,69.19B,154.00,"100,144,900",Marine Shipping,Industrials,188.84M,-78.57%,-8.63B,-6.77B
WIDI,PT Widiant Jaya Krenindo Tbk,65.60B,42.00,"4,557,500",Rental & Leasing Services,Industrials,15.17B,47.24%,-1.72B,-1.22B
DIGI,PT Arkadia Digital Media Tbk,53.63B,34.00,"1,145,900",Internet Content & Information,Communication Services,52.52B,0.77%,619.98M,-109.22M
GOLD,PT Visi Telekomunikasi Infrastruktur Tbk,378.07B,292.00,"107,5",Telecom Services,Communication Services,54.71B,8.46%,17.66B,5.50B
CANI,PT Capitol Nusantara Indonesia Tbk,35.00B,42.00,"75,6",Marine Shipping,Industrials,53.67B,-5.57%,-36.94B,-
SOFA,PT Boston Furniture Industries Tbk,482.84B,278.00,"30,843,600","Furnishings, Fixtures & Appliances",Consumer Discretionary,49.46B,0.41%,-880.52M,-4.64B
LPIN,PT Multi Prima Sejahtera Tbk,192.95B,454.00,"564,3",Auto Parts,Consumer Discretionary,164.87B,8.54%,30.51B,10.73B
ASPR,PT Asia Pramulia Tbk,268.49B,100.00,"6,033,300",Packaging & Containers,Consumer Discretionary,234.18B,0.99%,8.25B,-53.23B
KBAG,PT Karya Bersama Anugerah Tbk,300.30B,42.00,"3,081,400",Residential Construction,Consumer Discretionary,12.52B,-44.39%,-21.36B,3.56B
BOAT,PT Newport Marine Services TBK,423.70B,120.00,"1,467,500",Oil & Gas Drilling,Energy,275.69B,73.10%,30.15B,14.76B
ALTO,PT Tri Banyan Tirta Tbk,39.45B,18.00,"44,8",Beverages - Non-Alcoholic,Consumer Staples,113.17B,-64.50%,-42.54B,-7.93B
TALF,PT Tunas Alfin Tbk,660.48B,472.00,"468,1",Packaging & Containers,Consumer Discretionary,1.41T,8.47%,33.80B,50.18B
PADA,PT Personel Alih Daya Tbk,286.65B,93.00,-,Staffing & Employment Services,Industrials,966.01B,12.37%,-10.57B,-50.70B
HRME,PT Menteng Heritage Realty Tbk,232.39B,37.00,"1,326,900",Lodging,Consumer Discretionary,113.07B,-0.16%,-28.19B,-70.43B
PGJO,PT Bahtera Bumi Raya Tbk,827.69B,"1,000.00","335,3",Software - Application,Technology,714.03M,-93.24%,-4.44B,-2.02B
VERN,PT Verona Indah Pictures Tbk,562.34B,117.00,"2,512,700",Entertainment,Communication Services,64.20B,-74.07%,-2.13B,-146.42B
AWAN,PT Era Digital Media Tbk,803.79B,234.00,"18,556,600",Internet Content & Information,Communication Services,52.93B,1.17%,3.11B,24.56B
PTMP,PT Mitra Pack Tbk,272.55B,86.00,"21,194,000",Specialty Industrial Machinery,Industrials,207.24B,23.17%,12.37B,12.85B
CINT,PT Chitose Internasional Tbk,190.00B,190.00,"24,247,000","Furnishings, Fixtures & Appliances",Consumer Discretionary,466.05B,-3.32%,19.13B,2.10B
MERI,PT Merry Riana Edukasi Tbk,221.52B,214.00,"397,9",Education & Training Services,Consumer Staples,42.01B,52.74%,9.37B,5.99B
SICO,PT Sigma Energy Compressindo Tbk,123.77B,134.00,"7,612,700",Oil & Gas Equipment & Services,Energy,156.22B,44.65%,12.49B,278.75M
WEHA,PT WEHA Transportasi Indonesia Tbk,153.36B,105.00,"425,4",Railroads,Industrials,312.80B,4.97%,22.94B,7.78B
RCCC,PT Utama Radar Cahaya Tbk,162.23B,206.00,"2,834,000",Trucking,Industrials,95.94B,7.07%,3.68B,-6.28B
SMKM,PT Sumber Mas Konstruksi Tbk,187.95B,151.00,"19,901,200",Engineering & Construction,Industrials,76.49B,-21.52%,3.23B,-55.14B
KOIN,PT Kokoh Inti Arebama Tbk,71.60B,73.00,"58,2",Building Products & Equipment,Industrials,3.12T,-1.95%,-15.89B,-10.14B
PKPK,PT Paragon Karya Perkasa Tbk,738.00B,615.00,"904,8",Engineering & Construction,Industrials,750.02B,678.14%,24.40B,-74.52B
ISEA,PT Indo American Seafoods Tbk,113.98B,84.00,"2,413,900",Packaged Foods,Consumer Staples,524.05B,149.56%,2.25B,-47.70B
ANDI,"PT Andira Agro, Tbk",224.40B,23.00,"8,652,600",Farm Products,Consumer Staples,288.09B,86.88%,-11.02B,-18.43B
ZONE,PT Mega Perintis Tbk,509.05B,585.00,"51,2",Apparel Retail,Consumer Discretionary,699.58B,-5.25%,8.09B,45.94B
SAFE,PT Steady Safe Tbk,113.19B,248.00,"35,169,500",Railroads,Industrials,219.44B,-6.54%,17.68B,28.44B
BAUT,PT Mitra Angkasa Sejahtera Tbk,172.81B,36.00,"5,508,200",Tools & Accessories,Industrials,133.83B,-15.61%,-19.15B,2.23B
AKKU,PT Anugerah Kagum Karya Utama Tbk,309.57B,48.00,"2,920,300",Real Estate Services,Real Estate,8.36B,6.61%,-9.02B,-8.31B
SAGE,PT Saptausaha Gemilangindah Tbk,265.10B,31.00,-,Real Estate - Development,Real Estate,5.54B,-66.56%,-4.29B,-
UFOE,PT Damai Sejahtera Abadi Tbk,539.08B,183.00,"9,213,500",Department Stores,Consumer Discretionary,1.11T,16.07%,18.96B,-7.32B
ESIP,PT Sinergi Inti Plastindo Tbk,126.53B,110.00,"3,913,500",Packaging & Containers,Consumer Discretionary,59.36B,-6.17%,1.37B,4.06B
LABS,PT UBC Medical Indonesia Tbk,568.80B,144.00,"828,4",Medical Devices,Healthcare,176.64B,29.22%,9.30B,16.51B
ALMI,PT Alumindo Light Metal Industry Tbk,282.38B,74.00,"67,1",Aluminum,Materials,2.26B,-99.55%,-200.53B,-
RAFI,PT Sari Kreasi Boga Tbk,122.00B,39.00,"20,912,900",Restaurants,Consumer Discretionary,507.12B,32.58%,-29.32B,-17.01B
MUTU,PT Mutuagung Lestari Tbk,352.01B,112.00,"8,873,000",Specialty Business Services,Industrials,330.18B,6.24%,18.65B,-15.58B
FORU,PT Fortune Indonesia Tbk,537.33B,"1,155.00","108,4",Advertising Agencies,Communication Services,47.70B,27.35%,-3.75B,-430.24M
HITS,PT Humpuss Intermoda Transportasi Tbk.,823.73B,116.00,"16,009,800",Marine Shipping,Industrials,2.30T,16.93%,-83.83B,337.27B
PURA,PT Putra Rajawali Kencana Tbk,163.85B,26.00,"1,175,100",Trucking,Industrials,362.09B,44.84%,6.44B,16.73B
NTBK,PT Nusatama Berkah Tbk,418.51B,155.00,"1,300,007,500",Farm & Heavy Construction Machinery,Industrials,112.47B,28.19%,821.48M,-5.95B
OILS,PT Indo Oil Perkasa Tbk,90.81B,200.00,"2,259,000",Packaged Foods,Consumer Staples,915.03B,51.59%,8.02B,3.60B
SNLK,PT Sunter Lakeside Hotel Tbk,184.50B,404.00,"6,963,100",Lodging,Consumer Discretionary,45.07B,-15.00%,-5.21B,5.74B
AEGS,PT. Anugerah Spareparts Sejahtera Tbk,63.38B,64.00,"39,348,900",Auto Parts,Consumer Discretionary,28.89B,-8.24%,597.62M,-4.90B
PNSE,PT Pudjiadi and Sons Tbk,574.43B,715.00,"9,6",Resorts & Casinos,Consumer Discretionary,238.14B,-1.57%,-5.83B,13.49B
ESTA,PT Esta Multi Usaha Tbk,533.58B,214.00,"14,508,200",Lodging,Consumer Discretionary,50.03B,-3.38%,-5.07B,-29.72B
HYGN,PT Ecocare Indo Pasifik Tbk,429.17B,171.00,"312,9",Specialty Business Services,Industrials,350.11B,21.46%,18.91B,22.73B
GULA,PT Aman Agrindo Tbk,411.02B,388.00,"2,838,300",Farm Products,Consumer Staples,203.66B,-25.68%,-6.73B,13.64B
NASA,PT Andalan Perkasa Abadi Tbk,363.16B,31.00,"1,101,300",Real Estate - Development,Real Estate,13.14B,-14.28%,6.23B,-983.81M
BIPP,PT Bhuwanatala Indah Permai Tbk,216.23B,41.00,"282,7",Real Estate - Diversified,Real Estate,241.52B,-5.80%,11.50B,-137.57B
KICI,PT Kedaung Indah Can Tbk,84.46B,306.00,"29,964,100","Furnishings, Fixtures & Appliances",Consumer Discretionary,80.16B,15.13%,-9.43B,-6.01B
PTSP,PT Pioneerindo Gourmet International Tbk,317.96B,"1,440.00","1,416,800",Restaurants,Consumer Discretionary,707.97B,3.57%,18.72B,81.82B
TOOL,PT Rohartindo Nusantara Luas Tbk,135.30B,66.00,"534,808,800","Furnishings, Fixtures & Appliances",Consumer Discretionary,63.25B,-48.73%,-6.15B,-39.14B
NANO,PT Nanotech Indonesia Global Tbk,235.70B,55.00,"7,924,100",Medical Devices,Healthcare,118.29B,7.14%,829.83M,-8.54B
CBPE,PT Citra Buana Prasida Tbk,363.48B,262.00,"136,7",Real Estate - Development,Real Estate,90.52B,-23.08%,44.40B,26.99B
MEDS,PT Hetzer Medical Indonesia Tbk,96.88B,61.00,"17,401,400",Medical Instruments & Supplies,Healthcare,4.58B,-78.08%,-8.74B,-3.30B
DIVA,PT Distribusi Voucher Nusantara Tbk,267.40B,190.00,"2,847,000",Software - Application,Technology,3.57T,-15.36%,1.47B,51.68B
BAPA,PT Bekasi Asri Pemula Tbk,60.88B,92.00,"380,316,800",Real Estate - Development,Real Estate,3.61B,89.68%,-4.76B,-437.49M
BDKR,PT Berdikari Pondasi Perkasa Tbk,812.72B,172.00,"25,813,400",Engineering & Construction,Industrials,411.50B,-21.39%,-17.35B,271.59B
SDPC,PT Millennium Pharmacon International Tbk,171.99B,136.00,"131,1",Medical Distribution,Healthcare,3.99T,3.82%,16.80B,-681.07M
WINE,PT HATTEN BALI Tbk,547.42B,200.00,"3,394,300",Beverages - Wineries & Distilleries,Consumer Staples,289.98B,4.99%,40.00B,29.78B
MPXL,PT MPX Logistics International Tbk,464.00B,232.00,"6,359,300",Trucking,Industrials,144.12B,-24.33%,-5.37B,29.49B
MPPA,PT Matahari Putra Prima Tbk,778.00B,60.00,"27,241,300",Department Stores,Consumer Discretionary,7.15T,1.61%,-117.50B,376.04B
WGSH,PT Wira Global Solusi Tbk,289.82B,274.00,"589,1",Software - Infrastructure,Technology,30.36B,-20.81%,5.27B,-5.75B
KMDS,"PT Kurniamitra Duta Sentosa, Tbk",572.00B,700.00,"118,2",Food Distribution,Consumer Staples,406.08B,11.90%,60.43B,7.36B
LCKM,PT LCK Global Kedaton Tbk,206.00B,210.00,"119,5",Telecom Services,Communication Services,17.73B,"1,000.37%",2.21B,-33.51B
KUAS,PT Ace Oldfields Tbk,84.03B,67.00,"13,532,700",Building Products & Equipment,Industrials,193.31B,12.24%,11.53B,-10.03B
KBLM,PT Kabelindo Murni Tbk,396.48B,350.00,"188,8",Electrical Equipment & Parts,Industrials,1.91T,2.81%,46.20B,117.77B
SOLA,PT Xolare RCR Energy TBK,430.27B,130.00,"4,541,900",Engineering & Construction,Industrials,219.36B,101.66%,28.37B,-33.63B
PEVE,PT. Penta Valent Tbk,891.64B,500.00,"958,2",Pharmaceutical Retailers,Healthcare,3.41T,18.39%,59.85B,-169.20B
BRRC,PT Raja Roti Cemerlang Tbk,140.40B,136.00,"93,159,400",Packaged Foods,Consumer Staples,112.60B,18.49%,1.56B,-60.09B
